ID,Name,Type,Country,Title,Call Sign,Vessel Type,Tonnage,Gross Registered Tonnage,Vessel Flag,Vessel Owner,Aliases
28331,YV2739,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Learjet 45; Aircraft Manufacturer's Serial Number (MSN) 45-425; Aircraft Tail Number YV2739.
28332,YV2763,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model 1900D; Aircraft Manufacturer's Serial Number (MSN) UE-236; Aircraft Tail Number YV2763.
28333,YV2762,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model 1900D; Aircraft Manufacturer's Serial Number (MSN) UE-275; Aircraft Tail Number YV2762.
28334,YV2869,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model 1900D; Aircraft Manufacturer's Serial Number (MSN) UE-352; Aircraft Tail Number YV2869.
28383,YV1003,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model DHC7; Aircraft Manufacturer's Serial Number (MSN) 103; Aircraft Tail Number YV1003; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28384,YV2984,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model A319; Aircraft Manufacturer's Serial Number (MSN) 1468; Aircraft Tail Number YV2984; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28385,YV1004,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model A340; Aircraft Manufacturer's Serial Number (MSN) 031; Aircraft Tail Number YV1004; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28386,YV1008,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ATR42; Aircraft Manufacturer's Serial Number (MSN) 346; Aircraft Tail Number YV1008; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28388,YV1009,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ATR42; Aircraft Manufacturer's Serial Number (MSN) 487; Aircraft Tail Number YV1009; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28389,YV1005,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ATR42; Aircraft Manufacturer's Serial Number (MSN) 491; Aircraft Tail Number YV1005; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28390,YV1850,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ATR72; Aircraft Manufacturer's Serial Number (MSN) 276; Aircraft Tail Number YV1850; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28391,YV2421,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ATR72; Aircraft Manufacturer's Serial Number (MSN) 482; Aircraft Tail Number YV2421; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28392,YV2422,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ATR72; Aircraft Manufacturer's Serial Number (MSN) 486; Aircraft Tail Number YV2422; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28393,YV3434,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model B737; Aircraft Manufacturer's Serial Number (MSN) 21167; Aircraft Tail Number YV3434; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28398,YV2558,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model B737; Aircraft Manufacturer's Serial Number (MSN) 23096; Aircraft Tail Number YV2558; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28399,YV2559,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model B737; Aircraft Manufacturer's Serial Number (MSN) 23097; Aircraft Tail Number YV2559; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28400,YV378T,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model B737; Aircraft Manufacturer's Serial Number (MSN) 23789; Aircraft Tail Number YV378T; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28401,YV1007,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model B737; Aircraft Manufacturer's Serial Number (MSN) 23949; Aircraft Tail Number YV1007; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28402,YV2557,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model B737; Aircraft Manufacturer's Serial Number (MSN) 24633; Aircraft Tail Number YV2557; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28403,YV2556,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model B737; Aircraft Manufacturer's Serial Number (MSN) 24712; Aircraft Tail Number YV2556; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28404,YV1000,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model DHC7; Aircraft Manufacturer's Serial Number (MSN) 068; Aircraft Tail Number YV1000; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28405,YV3016,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000177; Aircraft Tail Number YV3016; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28406,YV2966,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000485; Aircraft Tail Number YV2966; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28407,YV2850,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000505; Aircraft Tail Number YV2850; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28408,YV2849,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000509; Aircraft Tail Number YV2849; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28409,YV2851,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000515; Aircraft Tail Number YV2851; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28410,YV2911,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000610; Aircraft Tail Number YV2911; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28411,YV2912,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000612; Aircraft Tail Number YV2912; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28412,YV2913,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000622; Aircraft Tail Number YV2913; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28413,YV2943,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000634; Aircraft Tail Number YV2943; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28414,YV2944,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000635; Aircraft Tail Number YV2944; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28415,YV2953,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000643; Aircraft Tail Number YV2953; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28416,YV2954,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000644; Aircraft Tail Number YV2954; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28417,YV2965,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000645; Aircraft Tail Number YV2965; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28418,YV2964,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000646; Aircraft Tail Number YV2964; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28419,YV3052,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000675; Aircraft Tail Number YV3052; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28420,YV3071,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model ERJ190; Aircraft Manufacturer's Serial Number (MSN) 19000676; Aircraft Tail Number YV3071; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28421,YV2969,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model 208; Aircraft Manufacturer's Serial Number (MSN) 208B5062; Aircraft Tail Number YV2969; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28422,YV2970,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model 208; Aircraft Manufacturer's Serial Number (MSN) 208B5071; Aircraft Tail Number YV2970; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28423,YV2993,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model 208; Aircraft Manufacturer's Serial Number (MSN) 208B5082; Aircraft Tail Number YV2993; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28424,YV2994,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model 208; Aircraft Manufacturer's Serial Number (MSN) 208B5083; Aircraft Tail Number YV2994; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28425,YV3032,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model 208; Aircraft Manufacturer's Serial Number (MSN) 208B5136; Aircraft Tail Number YV3032; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28426,YV3033,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model 208; Aircraft Manufacturer's Serial Number (MSN) 208B5140; Aircraft Tail Number YV3033; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
28427,YV3034,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model 208; Aircraft Manufacturer's Serial Number (MSN) 208B5142; Aircraft Tail Number YV3034; Linked To: CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A."
